episode,reward,energy_kwh,carbon_gco2eq,sla_violations,dropped_vms,epsilon,avg_loss
53,-902.0999999999979,9.396874999999934,1691.4375,0.0,0,0.07091490336665762,0.3162918817665842
54,-892.499999999997,9.29687499999993,1673.4375,0.0,0,0.06946196376558073,0.3403764483570639
55,-941.3999999999968,9.806249999999945,1765.125,0.0,0,0.06810995857703106,0.30260112116941146
56,-913.1999999999973,9.512499999999946,1712.25,0.0,0,0.06685187597778854,0.35745950968832607
57,-893.3999999999991,9.30624999999992,1675.125,0.0,0,0.0656811912497109,0.29819773277785216
58,-908.6999999999962,9.46562499999995,1703.8125,0.0,0,0.06459183294098032,0.30691445513317983
59,-895.7999999999986,9.33124999999993,1679.625,0.0,0,0.06357815137809789,0.3343974262682928
60,-909.2999999999972,9.471874999999944,1704.9375,0.0,0,0.06263488936532158,0.3153433481748733
61,-908.6999999999964,9.465624999999934,1703.8125,0.0,0,0.061757154919588164,0.29920201630383314
62,-919.499999999997,9.578124999999934,1724.0625,0.0,0,0.0609403958995155,0.3423040344328102
63,-943.2000000000004,9.82499999999995,1768.5,0.0,0,0.06018037639690541,0.32812241684748894
64,-918.8999999999978,9.571874999999949,1722.9375,0.0,0,0.05947315476830765,0.3037243326763726
65,-888.2999999999993,9.253124999999926,1665.5625,0.0,0,0.05881506319271151,0.34478334187943904
66,-914.3999999999966,9.52499999999994,1714.5,0.0,0,0.058202688649346225,0.3367701301765111
67,-947.3999999999974,9.868749999999942,1776.375,0.0,0,0.057632855216936556,0.30770500609133805
68,-912.2999999999978,9.503124999999935,1710.5625,0.0,0,0.05710260760261321,0.38746725644709334
69,-900.8999999999968,9.384374999999945,1689.1875,0.0,0,0.05660919581505515,0.34504774645902214
70,-894.2999999999975,9.315624999999935,1676.8125,0.0,0,0.05615006090237494,0.31916260283647313
71,-908.4,9.462499999999928,1703.25,0.0,0,0.055722821680780424,0.33381487582292824
72,-921.599999999997,9.599999999999952,1728.0,0.0,0,0.0553252623851844,0.32201694146626525
73,-916.7999999999992,9.54999999999992,1719.0,0.0,0,0.05495532117771536,0.3327356573427096
74,-900.8999999999961,9.38437499999994,1689.1875,0.0,0,0.05461107945453171,0.32449390309759313
75,-922.4999999999972,9.609374999999957,1729.6875,0.0,0,0.054290751895482034,0.3420643228313161
76,-942.2999999999987,9.81562499999993,1766.8125,0.0,0,0.05399267720500653,0.34393743996301457
77,-928.799999999996,9.674999999999965,1741.5,0.0,0,0.05371530949625971,0.32375592910167245
78,-894.2999999999979,9.315624999999933,1676.8125,0.0,0,0.05345721027377043,0.36836534016765654
79,-891.2999999999965,9.28437499999993,1671.1875,0.0,0,0.0532170409730593,0.32078944760271244
80,-902.699999999998,9.403124999999923,1692.5625,0.0,0,0.05299355601852222,0.3433800616818998
81,-912.8999999999969,9.509374999999938,1711.6875,0.0,0,0.052785596363576506,0.326043651964412
82,-928.5000000000005,9.671874999999938,1740.9375,0.0,0,0.052592083479567286,0.3294884232752439
83,-914.9999999999965,9.531249999999945,1715.625,0.0,0,0.05241201376225917,0.3356334496134271
84,-907.7999999999938,9.456249999999953,1702.125,0.0,0,0.052244453326903986,0.3097633584454242
85,-898.7999999999971,9.362499999999939,1685.25,0.0,0,0.052088533164890406,0.35296913456792633
86,-892.4999999999982,9.296874999999929,1673.4375,0.0,0,0.051943444636856885,0.33888770666801266
87,-926.3999999999982,9.649999999999919,1737.0,0.0,0,0.05180843527889392,0.3630339210852981
88,-890.6999999999971,9.27812499999992,1670.0625,0.0,0,0.05168280490008575,0.31522939168692876
89,-914.6999999999953,9.528124999999964,1715.0625,0.0,0,0.05156590195115228,0.34091545117294625
90,-902.9999999999975,9.406249999999948,1693.125,0.0,0,0.05145712014535824,0.321026550191972
91,-914.9999999999972,9.531249999999938,1715.625,0.0,0,0.05135589531416476,0.32327384336644577
92,-905.999999999997,9.43749999999994,1698.75,0.0,0,0.05126170248131595,0.3543915082079669
93,-897.8999999999978,9.353124999999931,1683.5625,0.0,0,0.05117405314018615,0.35305670898200736
94,-897.8999999999972,9.353124999999933,1683.5625,0.0,0,0.051092492720267384,0.31208476305732297
95,-940.799999999998,9.799999999999946,1764.0,0.0,0,0.05101659822965763,0.31916654067527916
96,-915.5999999999967,9.537499999999946,1716.75,0.0,0,0.050945976061323395,0.3339373784346713
97,-958.1999999999957,9.981249999999966,1796.625,0.0,0,0.05088025995175922,0.3314116854479329
98,-904.4999999999969,9.421874999999948,1695.9375,0.0,0,0.05081910908145723,0.35285942607766224
99,-886.4999999999985,9.234374999999938,1662.1875,0.0,0,0.050762206307335495,0.3203435083851218
100,-902.9999999999966,9.406249999999929,1693.125,0.0,0,0.05070925651795785,0.31013894016957944
101,-947.6999999999962,9.871874999999967,1776.9375,0.0,0,0.050659985103015254,0.3301456781880309
102,-897.2999999999984,9.346874999999935,1682.4375,0.0,0,0.05061413652913083,0.33327205686623024
103,-889.4999999999989,9.265624999999917,1667.8125,0.0,0,0.0505714730146025,0.3277763421957692
104,-908.0999999999937,9.459374999999964,1702.6875,0.0,0,0.050531773296209996,0.3663124340146573
105,-924.2999999999963,9.628124999999951,1733.0625,0.0,0,0.05049483148169077,0.33297084594766296
106,-900.8999999999983,9.384374999999928,1689.1875,0.0,0,0.05046045598193329,0.33639727166543404
107,-958.799999999996,9.987499999999969,1797.75,0.0,0,0.050428468517350014,0.3067680845813205
108,-893.6999999999974,9.309374999999918,1675.6875,0.0,0,0.05039870319327661,0.3419453270940317
109,-897.8999999999979,9.35312499999992,1683.5625,0.0,0,0.05037100563960247,0.3197791675235041
110,-909.5999999999967,9.474999999999932,1705.5,0.0,0,0.0503452322101703,0.33453574135589104
111,-924.5999999999971,9.631249999999962,1733.625,0.0,0,0.05032124923779265,0.298011455943601
112,-934.7999999999994,9.737499999999947,1752.75,0.0,0,0.05029893234102186,0.3375707067290528
113,-930.2999999999972,9.690624999999956,1744.3125,0.0,0,0.05027816577907802,0.3492893422488123
114,-902.0999999999981,9.396874999999955,1691.4375,0.0,0,0.050258841851589485,0.3338052734887848
115,-910.1999999999973,9.481249999999939,1706.625,0.0,0,0.050240860340033,0.3367440818964193
116,-902.6999999999996,9.403124999999926,1692.5625,0.0,0,0.0502241279879763,0.3480566279238297
117,-902.699999999999,9.403124999999942,1692.5625,0.0,0,0.05020855801742795,0.3213178700922678
118,-897.5999999999963,9.349999999999948,1683.0,0.0,0,0.050194069678785834,0.3377724175444908
119,-899.0999999999987,9.36562499999992,1685.8125,0.0,0,0.05018058783205038,0.33850678586814964
120,-872.9999999999982,9.093749999999925,1636.875,0.0,0,0.05016804255713044,0.3204117289304526
121,-893.0999999999984,9.303124999999923,1674.5625,0.0,0,0.050156368791221,0.34322761414158676
122,-920.0999999999974,9.58437499999994,1725.1875,0.0,0,0.05014550599137179,0.3177844831616514
123,-893.6999999999987,9.309374999999918,1675.6875,0.0,0,0.050135397820497085,0.3462226590452095
124,-897.8999999999963,9.35312499999995,1683.5625,0.0,0,0.05012599185519804,0.3374808731695844
125,-918.2999999999975,9.565624999999937,1721.8125,0.0,0,0.05011723931388235,0.32379477488704855
126,-895.4999999999989,9.328124999999936,1679.0625,0.0,0,0.05010909480377123,0.33172350723503363
127,-922.7999999999961,9.612499999999962,1730.25,0.0,0,0.05010151608548159,0.33211817355671275
128,-912.5999999999989,9.50624999999994,1711.125,0.0,0,0.050094463853962434,0.34055639140618343
129,-899.0999999999974,9.365624999999932,1685.8125,0.0,0,0.05008790153464944,0.3299185474920604
130,-939.2999999999988,9.78437499999992,1761.1875,0.0,0,0.05008179509378052,0.3731594821722764
131,-877.1999999999967,9.137499999999921,1644.75,0.0,0,0.05007611286188855,0.33975381737367977
132,-941.0999999999984,9.803124999999932,1764.5625,0.0,0,0.05007082536955591,0.3366690296524515
133,-906.5999999999989,9.443749999999937,1699.875,0.0,0,0.05006590519457902,0.37062489434869755
134,-934.4999999999967,9.73437499999992,1752.1875,0.0,0,0.05006132681975023,0.32577978222010034
135,-899.6999999999963,9.37187499999994,1686.9375,0.0,0,0.050057066500519436,0.33476456471253185
136,-903.5999999999973,9.412499999999934,1694.25,0.0,0,0.05005310214184916,0.3380353071882079
137,-891.2999999999978,9.284374999999926,1671.1875,0.0,0,0.050049413183624394,0.33390824743546543
138,-939.899999999999,9.790624999999949,1762.3125,0.0,0,0.05004598049402289,0.36257351230726476
139,-916.499999999998,9.54687499999995,1718.4375,0.0,0,0.05004278627029296,0.3457477205277731
140,-893.3999999999974,9.306249999999928,1675.125,0.0,0,0.05003981394642413,0.33232568266232393
141,-914.6999999999956,9.528124999999969,1715.0625,0.0,0,0.05003704810723183,0.3331668117031869
142,-907.4999999999967,9.45312499999994,1701.5625,0.0,0,0.05003447440841054,0.3136104552825499
143,-911.3999999999984,9.493749999999928,1708.875,0.0,0,0.05003207950214082,0.307977705128077
144,-904.4999999999989,9.421874999999943,1695.9375,0.0,0,0.050029850967864276,0.34996390831398055
145,-878.3999999999961,9.149999999999926,1647.0,0.0,0,0.050027777247867576,0.3511689277262323
146,-924.2999999999982,9.628124999999942,1733.0625,0.0,0,0.05002584758734139,0.3609200911699898
147,-889.4999999999983,9.265624999999929,1667.8125,0.0,0,0.05002405197860334,0.361671182880592
148,-909.5999999999995,9.474999999999932,1705.5,0.0,0,0.050022381109195796,0.3334432255994115
149,-930.2999999999982,9.690624999999939,1744.3125,0.0,0,0.050020826313589214,0.3387650951898346
150,-932.6999999999975,9.715624999999937,1748.8125,0.0,0,0.050019379528240614,0.3335151606498079
151,-888.299999999997,9.253124999999907,1665.5625,0.0,0,0.05001803324977414,0.32696357933390474
152,-910.7999999999998,9.48749999999994,1707.75,0.0,0,0.05001678049606672,0.3550103286126008
153,-895.1999999999979,9.324999999999951,1678.5,0.0,0,0.05001561477003712,0.3160634876254739
154,-923.0999999999972,9.615624999999955,1730.8125,0.0,0,0.05001453002595053,0.3499153786287126
155,-900.299999999999,9.378124999999942,1688.0625,0.0,0,0.050013520638063906,0.34549283816272186
156,-927.9000000000007,9.665624999999935,1739.8125,0.0,0,0.050012581371449545,0.32773949111449635
157,-886.4999999999986,9.234374999999936,1662.1875,0.0,0,0.050011707354845475,0.3137041869185244
158,-917.3999999999977,9.556249999999936,1720.125,0.0,0,0.05001089405539194,0.3454477632883936
159,-884.6999999999971,9.215624999999934,1658.8125,0.0,0,0.050010137255122884,0.32726190318612175
160,-884.0999999999991,9.209374999999932,1657.6875,0.0,0,0.05000943302909056,0.3573481098283082
161,-905.9999999999982,9.437499999999948,1698.75,0.0,0,0.050008777725009855,0.3781738207054635
162,-874.7999999999981,9.112499999999923,1640.25,0.0,0,0.0500081679443166,0.3315420538187027
163,-936.5999999999993,9.756249999999941,1756.125,0.0,0,0.05000760052454187,0.3185531131250577
164,-934.1999999999969,9.731249999999953,1751.625,0.0,0,0.050007072522910576,0.3149171147857689
165,-890.6999999999965,9.278124999999948,1670.0625,0.0,0,0.050006581201079627,0.3287172763608396
166,-899.0999999999982,9.365624999999923,1685.8125,0.0,0,0.05000612401093614,0.3629102499431206
167,-907.4999999999975,9.453124999999932,1701.5625,0.0,0,0.05000569858138236,0.31458859611820017
168,-932.699999999997,9.715624999999932,1748.8125,0.0,0,0.05000530270603858,0.307232796969927
169,-906.8999999999959,9.446874999999965,1700.4375,0.0,0,0.0500049343318003,0.3417083822940994
170,-899.6999999999994,9.371874999999912,1686.9375,0.0,0,0.05000459154819037,0.32899840826996496
171,-918.0000000000005,9.562499999999929,1721.25,0.0,0,0.05000427257745074,0.3554408127235042
172,-927.2999999999969,9.65937499999995,1738.6875,0.0,0,0.050003975765322665,0.3453268411827998
173,-941.9999999999959,9.81249999999997,1766.25,0.0,0,0.05000369957246723,0.31926444104044804
174,-919.1999999999974,9.574999999999932,1723.5,0.0,0,0.05000344256648205,0.36315320594650174
175,-923.3999999999968,9.618749999999958,1731.375,0.0,0,0.05000320341447243,0.37071646048376955
176,-920.9999999999973,9.593749999999952,1726.875,0.0,0,0.05000298087613869,0.3457459207210276
177,-919.7999999999981,9.581249999999931,1724.625,0.0,0,0.050002773797343636,0.3429972947109491
178,-895.7999999999982,9.331249999999924,1679.625,0.0,0,0.050002581104126975,0.3350289921017571
179,-865.7999999999986,9.018749999999935,1623.375,0.0,0,0.05000240179713546,0.3514509696358194
180,-929.399999999998,9.681249999999947,1742.625,0.0,0,0.05000223494644001,0.34724519070651794
181,-920.9999999999972,9.593749999999954,1726.875,0.0,0,0.050002079686712914,0.33593297948439915
182,-926.9999999999983,9.65624999999996,1738.125,0.0,0,0.050001935212739976,0.3372434470285144
183,-925.4999999999989,9.640624999999932,1735.3125,0.0,0,0.05000180077524451,0.3472933028100265
184,-895.7999999999976,9.331249999999931,1679.625,0.0,0,0.050001675677001436,0.3478746232783629
185,-907.4999999999975,9.453124999999947,1701.5625,0.0,0,0.05000155926922124,0.3428315184286071
186,-895.1999999999979,9.324999999999951,1678.5,0.0,0,0.05000145094818525,0.339557649464243
187,-893.3999999999937,9.306249999999949,1675.125,0.0,0,0.05000135015211459,0.3535629307695975
188,-920.0999999999987,9.584374999999925,1725.1875,0.0,0,0.050001256358256675,0.34497200064878497
189,-894.2999999999998,9.315624999999939,1676.8125,0.0,0,0.05000116908017404,0.3546635042462084
190,-864.2999999999981,9.00312499999992,1620.5625,0.0,0,0.05000108786522163,0.3562454434732596
191,-899.6999999999986,9.371874999999923,1686.9375,0.0,0,0.0500010122921992,0.3710505160503089
192,-934.4999999999983,9.734374999999948,1752.1875,0.0,0,0.05000094196916695,0.3245321953824411
193,-907.1999999999973,9.44999999999993,1701.0,0.0,0,0.05000087653141275,0.3354525266422166
194,-917.9999999999962,9.562499999999956,1721.25,0.0,0,0.05000081563956071,0.3371847500093281
195,-901.4999999999989,9.390624999999929,1690.3125,0.0,0,0.05000075897781109,0.3334391849632892
196,-867.5999999999988,9.037499999999916,1626.75,0.0,0,0.05000070625230245,0.35064939621111585
197,-926.9999999999969,9.656249999999956,1738.125,0.0,0,0.05000065718958767,0.3466884218001117
198,-920.0999999999999,9.584374999999934,1725.1875,0.0,0,0.05000061153521573,0.32860089148808685
199,-911.0999999999977,9.490624999999936,1708.3125,0.0,0,0.05000056905241212,0.3111702147612555
200,-921.8999999999972,9.60312499999993,1728.5625,0.0,0,0.05000052952085081,0.31090468450501146
201,-893.0999999999985,9.303124999999927,1674.5625,0.0,0,0.05000049273551165,0.34244785465351824
202,-899.3999999999965,9.368749999999954,1686.375,0.0,0,0.05000045850561706,0.3362213553783173
203,-898.7999999999963,9.362499999999944,1685.25,0.0,0,0.05000042665364258,0.33280110016154746
204,-886.4999999999976,9.234374999999893,1662.1875,0.0,0,0.05000039701439623,0.35081884922045803
205,-905.3999999999988,9.431249999999912,1697.625,0.0,0,0.05000036943416177,0.3204053916192303
206,-919.4999999999975,9.578124999999956,1724.0625,0.0,0,0.0500003437699015,0.3420371846502854
207,-932.9999999999989,9.718749999999932,1749.375,0.0,0,0.050000319888514395,0.3487096877975596
208,-954.5999999999987,9.94374999999993,1789.875,0.0,0,0.05000029766614586,0.3441696322212617
209,-917.9999999999998,9.5624999999999,1721.25,0.0,0,0.050000276987545354,0.3497781652853721
210,-946.1999999999981,9.856249999999944,1774.125,0.0,0,0.050000257745468714,0.3481934226531949
211,-935.0999999999965,9.740624999999959,1753.3125,0.0,0,0.05000023984012189,0.3665875951552557
212,-893.9999999999965,9.312499999999917,1676.25,0.0,0,0.05000022317864347,0.3548543394905411
213,-894.2999999999977,9.315624999999939,1676.8125,0.0,0,0.050000207674623036,0.32058279825271
214,-896.0999999999974,9.334374999999921,1680.1875,0.0,0,0.050000193247653014,0.3379743553439362
215,-893.3999999999977,9.306249999999965,1675.125,0.0,0,0.050000179822911675,0.33105183132768917
216,-883.199999999998,9.199999999999935,1656.0,0.0,0,0.050000167330775086,0.36231141620729534
217,-898.1999999999974,9.356249999999921,1684.125,0.0,0,0.05000015570645604,0.3539707148680463
218,-903.2999999999986,9.40937499999993,1693.6875,0.0,0,0.05000014488966802,0.3336077835773014
219,-872.6999999999989,9.09062499999992,1636.3125,0.0,0,0.05000013482431258,0.35259744921285247
220,-891.5999999999993,9.287499999999923,1671.75,0.0,0,0.05000012545818836,0.34654188786840273
221,-890.0999999999983,9.271874999999927,1668.9375,0.0,0,0.0500001167427204,0.3136653374363151
222,-881.3999999999977,9.181249999999924,1652.625,0.0,0,0.05000010863270819,0.29886659043841063
223,-909.8999999999984,9.478124999999945,1706.0625,0.0,0,0.05000010108609127,0.34653826608943444
224,-898.4999999999975,9.359374999999929,1684.6875,0.0,0,0.050000094063731064,0.3479554637438721
225,-923.999999999997,9.624999999999948,1732.5,0.0,0,0.05000008752920793,0.3254135809631811
226,-938.099999999998,9.77187499999997,1758.9375,0.0,0,0.050000081448632265,0.3481043094355199
227,-893.0999999999976,9.303124999999953,1674.5625,0.0,0,0.050000075790468744,0.29318948390169275
228,-949.4999999999975,9.890624999999963,1780.3125,0.0,0,0.050000070525372774,0.3215771546613218
229,-887.3999999999977,9.243749999999922,1663.875,0.0,0,0.05000006562603831,0.32452931829417747
230,-924.5999999999981,9.631249999999941,1733.625,0.0,0,0.05000006106705621,0.3705180613168826
231,-902.0999999999976,9.396874999999946,1691.4375,0.0,0,0.05000005682478252,0.33454935908990185
232,-926.3999999999969,9.649999999999958,1737.0,0.0,0,0.05000005287721579,0.33046349571603867
233,-891.8999999999979,9.290624999999938,1672.3125,0.0,0,0.05000004920388297,0.3584804208483547
234,-881.6999999999979,9.184374999999934,1653.1875,0.0,0,0.0500000457857333,0.3710499916639593
235,-898.7999999999985,9.362499999999931,1685.25,0.0,0,0.05000004260503942,0.3551375635744383
236,-896.999999999999,9.343749999999932,1681.875,0.0,0,0.0500000396453055,0.3716557903215289
237,-899.399999999997,9.368749999999965,1686.375,0.0,0,0.05000003689118164,0.34746274191161824
238,-892.7999999999982,9.299999999999919,1674.0,0.0,0,0.050000034328384305,0.3430744147238632
239,-923.4000000000003,9.618749999999944,1731.375,0.0,0,0.050000031943622195,0.3519792821879188
240,-918.2999999999978,9.565624999999939,1721.8125,0.0,0,0.05000002972452738,0.33448744537826214
241,-906.5999999999977,9.443749999999936,1699.875,0.0,0,0.05000002765959109,0.2994598975120526
242,-917.0999999999964,9.553124999999973,1719.5625,0.0,0,0.050000025738104074,0.330657155946311
243,-873.5999999999983,9.099999999999937,1638.0,0.0,0,0.050000023950101044,0.3526934095968803
244,-893.0999999999971,9.303124999999937,1674.5625,0.0,0,0.050000022286308975,0.3314600213896483
245,-857.0999999999981,8.928124999999927,1607.0625,0.0,0,0.05000002073809905,0.3251660062569297
246,-917.3999999999976,9.556249999999936,1720.125,0.0,0,0.05000001929744189,0.3185006282913188
247,-895.4999999999978,9.328124999999966,1679.0625,0.0,0,0.05000001795686589,0.3237159615641253
248,-908.3999999999975,9.46249999999992,1703.25,0.0,0,0.050000016709418504,0.3234588639603721
249,-902.3999999999969,9.399999999999942,1692.0,0.0,0,0.05000001554863017,0.31356456092972723
250,-923.0999999999991,9.61562499999994,1730.8125,0.0,0,0.050000014468480763,0.32557910354807973
251,-896.099999999998,9.334374999999966,1680.1875,0.0,0,0.05000001346336836,0.35077049104082914
252,-911.0999999999974,9.490624999999945,1708.3125,0.0,0,0.05000001252808022,0.3342530858547737
253,-925.1999999999978,9.637499999999939,1734.75,0.0,0,0.050000011657765714,0.3367314633499417
254,-905.6999999999985,9.434374999999942,1698.1875,0.0,0,0.05000001084791117,0.33045862743941445
255,-927.5999999999968,9.66249999999995,1739.25,0.0,0,0.050000010094316504,0.321223518710273
256,-906.8999999999958,9.44687499999995,1700.4375,0.0,0,0.05000000939307338,0.3240675296013554
257,-938.3999999999979,9.774999999999942,1759.5,0.0,0,0.050000008740544985,0.3315443444893592
258,-897.2999999999989,9.346874999999928,1682.4375,0.0,0,0.05000000813334715,0.3397476762636668
259,-919.1999999999978,9.574999999999937,1723.5,0.0,0,0.05000000756833081,0.3252107065377964
260,-884.0999999999976,9.209374999999929,1657.6875,0.0,0,0.05000000704256565,0.3543875461495999
261,-927.8999999999955,9.665624999999954,1739.8125,0.0,0,0.05000000655332493,0.3379592311775519
262,-883.7999999999965,9.20624999999995,1657.125,0.0,0,0.050000006098071315,0.35831678175988296
263,-901.7999999999967,9.393749999999937,1690.875,0.0,0,0.050000005674443765,0.3265863739161028
264,-893.6999999999987,9.30937499999992,1675.6875,0.0,0,0.05000000528024524,0.33707443944488963
265,-885.5999999999972,9.22499999999993,1660.5,0.0,0,0.05000000491343133,0.34864710964159007
266,-887.6999999999983,9.24687499999991,1664.4375,0.0,0,0.05000000457209966,0.35940842509994075
267,-912.2999999999988,9.503124999999931,1710.5625,0.0,0,0.05000000425447999,0.3238390170762108
268,-921.0000000000003,9.593749999999927,1726.875,0.0,0,0.05000000395892508,0.3254183850044178
269,-948.2999999999977,9.878124999999965,1778.0625,0.0,0,0.050000003683902096,0.3282289036704848
270,-899.699999999999,9.371874999999935,1686.9375,0.0,0,0.05000000342798472,0.33441386976175835
271,-902.9999999999982,9.40624999999992,1693.125,0.0,0,0.050000003189845696,0.2981690980597503
272,-925.4999999999966,9.640624999999948,1735.3125,0.0,0,0.05000000296824997,0.3328627402506148
273,-891.299999999997,9.284374999999939,1671.1875,0.0,0,0.0500000027620483,0.33297251483632456
274,-953.6999999999962,9.934374999999973,1788.1875,0.0,0,0.05000000257017128,0.3470059731664757
275,-918.8999999999984,9.571874999999936,1722.9375,0.0,0,0.050000002391623784,0.35035129241231416
276,-902.3999999999983,9.399999999999913,1692.0,0.0,0,0.050000002225479824,0.3241719658848726
277,-875.3999999999967,9.118749999999922,1641.375,0.0,0,0.050000002070877736,0.34516965748949185
278,-908.9999999999981,9.468749999999925,1704.375,0.0,0,0.050000001927015716,0.3535718311296983
279,-904.7999999999985,9.424999999999946,1696.5,0.0,0,0.05000000179314766,0.3389765670109126
280,-879.2999999999981,9.159374999999912,1648.6875,0.0,0,0.0500000016685793,0.3107621509788765
281,-886.1999999999974,9.231249999999932,1661.625,0.0,0,0.05000000155266459,0.29920374199023675
282,-901.4999999999981,9.390624999999918,1690.3125,0.0,0,0.05000000144480237,0.31093327424282
283,-906.5999999999966,9.443749999999937,1699.875,0.0,0,0.05000000134443324,0.3271761648874316
284,-893.3999999999979,9.306249999999933,1675.125,0.0,0,0.05000000125103667,0.3611708990453432
285,-945.8999999999983,9.85312499999996,1773.5625,0.0,0,0.050000001164128276,0.30595730426721274
286,-917.0999999999975,9.55312499999996,1719.5625,0.0,0,0.05000000108325733,0.3174409735740887
287,-905.3999999999972,9.431249999999933,1697.625,0.0,0,0.05000000100800441,0.34127310623621776
