episode,reward,energy_kwh,carbon_gco2eq,sla_violations,dropped_vms,epsilon,avg_loss
83,-495.6571875000052,9.128124999999919,1643.0625,0.0,0,0.0,0.0
84,-529.085625000006,9.743749999999967,1753.875,0.0,0,0.0,0.0
85,-531.2915625000055,9.784374999999965,1761.1875,0.0,0,0.0,0.0
86,-507.5353125000062,9.34687499999995,1682.4375,0.0,0,0.0,0.0
87,-498.7115625000061,9.184374999999918,1653.1875,0.0,0,0.0,0.0
88,-520.4315625000064,9.584374999999934,1725.1875,0.0,0,0.0,0.0
89,-519.0740625000057,9.559374999999948,1720.6875,0.0,0,0.0,0.0
90,-491.9240625000054,9.059374999999905,1630.6875,0.0,0,0.0,0.0
91,-519.7528125000058,9.571874999999945,1722.9375,0.0,0,0.0,0.0
92,-492.9421875000059,9.078124999999911,1634.0625,0.0,0,0.0,0.0
93,-517.2075000000057,9.524999999999942,1714.5,0.0,0,0.0,0.0
94,-537.0609375000058,9.890624999999961,1780.3125,0.0,0,0.0,0.0
95,-530.103750000007,9.762499999999955,1757.25,0.0,0,0.0,0.0
96,-518.9043750000068,9.556249999999931,1720.125,0.0,0,0.0,0.0
97,-521.7890625000059,9.609374999999945,1729.6875,0.0,0,0.0,0.0
98,-506.008125000006,9.318749999999932,1677.375,0.0,0,0.0,0.0
99,-500.4084375000059,9.215624999999958,1658.8125,0.0,0,0.0,0.0
100,-513.4743750000066,9.456249999999953,1702.125,0.0,0,0.0,0.0
